Bus Sedang,Metromini,T58,Term. P Klender - Cililitan,Term. Klender -- Duren Sawit -- Pondok Bambu -- Raya Kalimalang -- D. I. Panjaitan -- MT. Haryono -- DewiSartika -- Term. Cililitan Kembali : -- Term. Cillitan -- Sutoyo -- D. I. Panjaitan -- Raya Kalimalang -- Pondok Bambu -- Duren Sawit -- Term. P Klender,Term. P Klender -- Duren Sawit -- Pondok Bambu -- Raya Kalimalang -- D. I. Panjaitan -- Sutoyo -- Term. Cillitan Kembali : -- Term. Cililitan -- DewiSartika -- MT. Haryono -- D. I. Panjaitan -- Raya Kalimalang -- Pondok Bambu -- Duren Sawit -- Term. Klender
Bus Besar,A Perum PPD,P68,Term. Pulo Gadung - Term. Blok M,"Berangkat : Term. Pulo Gadung -- P. Kemerdekaan -- A. Yani -- Pramuka -- Matraman Raya -- Diponegoro -- Imam Bonjol -- Jenderal Sudirman -- Sisingamangaraja -- Hasanuddin -- Term. Blok M -- Kembali : Jl. Aditia W. -- Jl. W. Mongonsidi -- Jl. Senopati -- Jl. Sudirman -- Jl. Imam Bonjol -- Jl. Diponegoro -- Jl. Matraman Raya -- Jl. Pramuka, DST","Jl. Pramuka, DST -- Jl. Matraman Raya -- Jl. Diponegoro -- Jl. Imam Bonjol -- Jl. Sudirman -- Jl. Senopati -- Jl. W. Mongonsidi -- Kembali : Jl. Aditia W. -- Term. Blok M -- Hasanuddin -- Sisingamangaraja -- Jenderal Sudirman -- Imam Bonjol -- Diponegoro -- Matraman Raya -- Pramuka -- A. Yani -- P. Kemerdekaan -- Berangkat : Term. Pulo Gadung"
Bus Sedang,Metromini,T506,Kampung Melayu - Pondok Kopi,Term. Kampung melayu -- Jatinegara Barat -- Matraman Raya -- Bekasi Timur -- I. G. NgurahRai -- Pondok Kopi,Pondok Kopi -- I. G. NgurahRai -- Bekasi Timur -- Matraman Raya -- Jatinegara Barat -- Term. Kampung Melayu
Bus Sedang,Metromini,T508,Senen - P Harapan Indah,Term. Senen -- Kramat Raya -- Salemba Tengah -- Jl. Rawamangun -- Pasar Genjing -- Pramuka -- Pemuda -- Balai Pustaka -- Jl. Alu-alu -- Jatinegara Kaum -- Bekasi Raya -- Cakung -- Term. Harapan Indah,Term. Harapan Indah -- Cakung -- Bekasi Raya -- Jatinegara Kaum -- Jl. Alu-alu -- Balai Pustaka -- Pemuda -- Pramuka -- Pasar Genjing -- Jl. Rawamangun -- Salemba Tengah -- Kramat Raya -- Term. Senen
Bus Sedang,Metromini,U23,Tg. Priok - Marunda,Term. Tg. Priok -- Jl. Enggang -- Jl. Sulawesi -- Raya Pelabuhan -- Jl. Dobo -- Jl. Cilincing -- Marunda,Marunda -- Jl. Cilincing -- Jl. Dobo -- Raya Pelabuhan -- Jl. Sulawesi -- Jl. Enggang -- Term. Tg. Priok
Bus Sedang,Metromini,U24,Tg. Priok - Senen,Term. Tg. Priok -- Re Martadinata -- Jl. Baru -- Podomoro Barat -- Jl. Marto -- Bendungan Jago -- Jl. H Ung -- Galur -- Letjen Suprapto -- Kramat Bunder --Term. Senen,Term. Senen -- Kramat Bunder -- Letjen Suprapto -- Galur -- Jl. H Ung -- Bendungan Jago -- Jl. Marto -- Podomoro Barat -- Jl. Baru -- Re Martadinata -- Term. Tg. Priok
Bus Sedang,Metromini,U29,Tg. Priok - Muara Baru,Term. Tg. Priok -- Jl. Enggano -- Yos Sudarso -- Jaya Motor -- D Sunter Utara -- Agung Timur IX -- Agung Indah III -- Agung Tengah IV -- RE Martadinata -- Gunung Sahari -- Muara Baru,Muara Baru -- Gunung Sahari -- RE Martadinata -- Agung Tengah IV -- Agung Indah III -- Agung Timur IX -- D Sunter Utara -- Jaya Motor -- Yos Sudarso -- Jl. Enggano -- Term. Tg. Priok
Bus Sedang,Metromini,U30,M Angke -- PRJ Kemayoran,Term. M Anke -- M Karang Raya -- Pluit Permai -- Pluit Timur -- Pluit Raya -- Jembatan III -- Bandengan Utara -- Gd Panjang -- Pakin -- Kakap -- Term. Kota -- Cengkeh --Kunir -- Lada -- St. Ka. Kota -- Mangga Besar -- Gunung Sahari -- Industri -- Rajawali Sel -- Rajawali Sel I -- Pademangan Raya -- Pademangan IV -- Plaza PRJ -- Jl. Benymin Sueb,Jl. Benymin Sueb -- Plaza PRJ -- Pademangan IV -- Pademangan Raya -- Rajawali Sel I -- Rajawali Sel -- Industri -- Gunung Sahari -- Mangga Besar -- St. Ka. Kota -- Lada -- Kunir -- Cengkeh -- Term. Kota -- Kakap -- Pakin -- Gd Panjang -- Bandengan Utara -- Jembatan III -- Pluit Raya -- Pluit Timur -- Pluit Permai -- M Karang Raya -- Term. M Anke
Bus Sedang,Kopaja,B86,Kota - Lebak Bulus,Term. Kota -- Mangga Dua -- Jembatan Lima -- Tubagus Angki -- Latumeten -- S Parman -- Slipi -- Patal Senayan -- Baru Pondok Indah --Kramat -- Metro Pondok Indah -- Term. Lebak Bulus,Term. Lebak Bulus -- Metro Pondok Indah -- --Kramat -- Baru Pondok Indah -- Patal Senayan -- Slipi -- S Parman -- Latumeten -- Tubagus Angki -- Jembatan Lima -- Mangga Dua -- Term. Kota
Bus Sedang,Kopaja,B87,Kalideres -- Muara Baru,Term. Kalideres -- Daan Mogot -- Muara Angke -- P. Permata Indah -- Teluk Gong -- Jembatan III -- Pluit Selatan -- Pluit Utara -- Muara Baru,Muara Baru -- Pluit Utara -- Pluit Selatan -- Jembatan III -- Teluk Gong -- P. Permata Indah -- Muara Angke -- Daan Mogot -- Term. Kalideres
Bus Sedang,Kopaja,B88,SKBM Udik - Pegadunan,Sukabumi Udik -- Pos Pengumben -- Kelapa Dua -- Jl. Panjang -- FO Putri Hijau -- Jl. Juraganan -- Jl. Arteri -- Slipi -- Jl. S Parman -- Daan Mogot -- Peta Selatan -- Jl. Peta Barat -- Peta utara -- Pegadungan,Pegadungan -- Peta utara -- Jl. Peta Barat -- Peta Selatan -- Daan Mogot -- Jl. S Parman -- Slipi -- Jl. Arteri -- Jl. Juraganan -- FO Putri Hijau -- Jl. Panjang -- Kelapa Dua -- Pos Pengumben -- Sukabumi Udik
Bus Sedang,Kopaja,B93,Tanah Abang - Kalideres,Tanah Abang -- Fachrudin -- Jatibaru -- Cideng Barat -- Jl. Musi -- Jl. Biak -- Roxi -- Kyai Tapa -- Daan Mogot -- Term. Kalideres -- PP,PP -- Term. Kalideres -- Daan Mogot -- Kyai Tapa -- Roxi -- Jl. Biak --Jl. Musi -- Cideng Barat -- Jatibaru -- Fachrudin -- Tanah Abang
Bus Sedang,Kopaja,B94,Tanah Abang -- Joglo,Tanah Abang -- Fachrudin -- Cideng Barat -- Jl. Biak -- Roxi -- Kyai Tapa -- S Parman -- Bunderan Slipi -- Palmerah -- Raya Keb. Lama -- Pos Pengumben -- Kelapa Dua -- Joglo,Joglo -- Kelapa Dua -- Pos Pengumben -- Raya Keb. Lama -- Palmerah -- Bunderan Slipi -- S Parman -- Kyai Tapa -- Roxi -- Jl. Biak -- Cideng Barat -- Fachrudin -- Tanah Abang
Bus Sedang,Kopaja,B95,Tanah Abang -- Rawa Bokor,Tanah Abang -- Jatibaru -- Cideng Barat -- Jl. Musi -- Tomang Raya -- Jend. S Parman -- Daan Mogot -- Kali Deres -- Rawa Lele -- Rawa Bokor,Rawa Bokor -- Rawa Lele -- Kali Deres -- Daan Mogot -- Jend. S Parman -- Tomang Raya -- Jl. Musi -- Cideng Barat -- Jatibaru -- Tanah Abang --
Bus Besar,A Perum PPD,BS01,Pasar Baru - Kampung Melayu,Pasar Baru -- Gunung Sahari -- Medan Senen -- Kramat Raya -- Salemba -- Mataraman Raya -- Jatinegara Timur -- Kampung Melayu -- Tidak Masuk Terminal,Tidak Masuk Terminal -- Kampung Melayu -- Jatinegara Timur -- Matraman Raya -- Salemba -- Kramat Raya -- Medan Senen -- Gunung Sahari -- Pasar Baru
Bus Besar,A Perum PPD,BS02,Pasar Baru - Blok M,Pasar Baru -- Gedung Kesenian -- Banteng Utara -- Banteng Barat -- Pejambon -- Merdeka Timur -- Tugu Tani -- Kwitang -- Kramat Raya -- Salemba -- Diponogoro -- Imam Bonjol -- Sudirman -- Pakubuwono -- Barito -- Terminal Blok M,Terminal Blok M -- Barito -- Pakubuwono -- Sudirman -- Imam Bonjol -- Diponogoro -- Salemba -- Kramat Raya -- Kwitang -- Tugu Tani -- Merdeka Timur -- Pejambon -- Banteng Barat -- Banteng Utara -- Gedung Kesenian -- Pasar Baru
Bus Besar,A Perum PPD,BT01,Blok M - Kota / BNI 46,Terminal Blok M -- Sisinga Mangaraja -- Jendral Sudirman -- MH Tamrin -- Merdeka Barat -- Majapahit -- Gajah Mada -- Pintu Besar Selatan -- Pintu Besar Utara -- Jl Kunir -- Jl Pos -- Jl Lada / BNI 46 -- Kota ( Jl Lada ),Kota ( Jl Lada ) -- Jl Lada / BNI 46 -- Jl Pos -- Jl Kunir -- Pintu Besar Utara -- Pintu Besar Selatan -- Gajah Mada -- Majapahit -- Merdeka Barat -- MH Tamrin -- Jendral Sudirman -- Sisinga Mangaraja -- Terminal Blok M
Bus Besar,A Perum PPD,BT03,Taman Mini - Grogol,Taman Mini -- Toll Jagorawi -- Sutoyo -- MT Haryano -- Gatot Subroto -- S Parman -- Putar Kembali -- S Parman -- Gatot Subroto -- DST,DST -- Gatot Subroto -- S Parman -- Putar Kembali -- S Parman -- Gatot Subroto -- MT Haryono -- Sutoyo -- Toll Jagorawi -- Taman Mini
K W K,-,S07,Pasar Kebayoran Lama - Pondok Aren,Pasar Kebayoran Lama -- Jl. Ciledug Raya -- Kreo -- Pesanggrahan -- Pondok Aren -- Kembali : Pondok Aren -- Pesanggrahan -- Kreo -- Jl. Ciledug Raya -- Berputar di Tamara -- Pasar Kebayoran Lama,Pasar Kebayoran Lama -- Di Tamara Berputar -- Jl. Ciledug Raya -- Kreo -- Pesanggrahan -- Pondok Aren -- Kembali : Pondok Aren -- Pesanggrahan -- Kreo -- Jl. Ciledug Raya -- Pasar Kebayoran Lama
Bus Besar,A Perum PPD,NE - 1,Terminal Pinang Ranti - Kota / BNI,Terminal Pinang Ranti -- Jl Raya Pondok Gede -- Jl Garuda -- Tol Taman Mini -- Jl Sutoyo -- Jl Di Panjaitan -- Jl Pramuka -- Jl Proklamasi -- Jl Salemba Raya -- Jl Kramat Raya -- Jl Kwitang -- Jl Ridwan Rais -- Jl Merdeka Timur -- Jl Merdeka Utara -- Jl Gajah Mada -- Kota / BNI 46,Kota / BNI 46 -- Jl Gajah Mada -- Jl Merdeka Utara -- Jl Merdeka Timur -- Jl Ridwan Rais -- Jl Kwitang -- Jl Kramat Raya -- Jl Salemba Raya -- Jl Proklamasi -- Jl Pramuka -- Jl Di Panjaitan -- Jl Sutoyo -- Toll Taman Mini -- Jl Garuda -- Jl Raya Pondok Gede -- Terminal Pinang Ranti
Bus Sedang,Metromini,P01,Senen - Taman Solo,Term. Senen -- Bungur Besar -- BLK ST KA. Senen -- Letjen Suprapto -- Rs. Islam -- Cemp. P. T. XXVII -- Taman Solo,Taman Solo -- Cemp. P. T. XXVII -- Rs. Islam -- Letjen Suprapto -- BLK ST KA. Senen -- Bungur Besar -- Term. Senen
Mikrolet,-,M07,Term. Cililitan - Komplek Halim,Term. Cililitan -- Komplek Halim DPN -- PLN -- Cililitan Besar -- Komplek Halim,Komplek Halim -- Cililitan Besar -- PLN -- Komplek Halim DPN -- Term. Cililitan
Mikrolet,-,M08,Tanah Abang - Kota,Tanah Abang -- Jatibaru -- Abdul Muis -- Majapahit -- Gajah Mada -- Jl. Bank -- Kalibesar Timur -- Term. Kota,Term. Kota -- Kalibesar Timur -- Jl. Bank -- Gajah Mada -- Majapahit -- Abdul Muis -- Jatibaru -- Tanah Abang
Mikrolet,-,M09,Tanah Abang - Kebayoran Lama,Tanah Abang -- Jembatan Tinggi -- Ks. Tubun -- Bunderan Slipi -- Palmerah Utara -- Kebayoran Lama,Kebayoran Lama -- Palmerah Utara -- Bunderan Slipi -- Ks. Tubun -- Jembatan Tinggi -- Tanah Abang
Mikrolet,-,M09A,Tanah Abang - Kebayoran Lama,Tanah Abang -- Jembatan Tinggi -- Ks. Tubun -- Bunderan Slipi -- Palmerah Utara -- Jl. Madrasah -- Pos Pengumben -- Sukabumi Udik -- Jl. Z. Kekiri -- Jl. Cidodol -- Kebayoran Lama,Kebayoran Lama -- Jl. Cidodol -- Jl. Z. Kekiri -- Sukabumi Udik -- Pos Pengumben -- Jl. Madrasah -- Palmerah Utara -- Bunderan Slipi -- Ks. Tubun -- Jembatan Tinggi -- Tanah Abang
Bus Sedang,Kopaja,P06,Tr. Senen -- Keb. Bin. Blk,Term. Senen -- Jl. St. Senen -- Kramat Bunder -- Kramat Raya -- Salemba Raya -- Jl. Matraman Raya -- Jatinegara Timur -- Kp. Melayu -- Lap. Roos -- Casablanca -- Supomo -- Raya Ps. Minggu -- Putar Duren III -- Buncit Raya -- Pejaten Raya -- Ampera Raya -- Puri Mutiara -- Ling Luar Sel -- Fatmawati -- Jl. Margasatwa -- Kebon BIN BLK,Kebon BIN BLK -- Jl. Margasatwa -- Fatmawati -- Ling Luar Sel -- Puri Mutiara -- Ampera Raya -- Pejaten Raya -- Buncit Raya -- Putar Duren III -- Raya Ps. Minggu -- Supomo -- Casablanca -- Lap. Roos -- Kp. Melayu -- Kp. Melayu -- Jatinegara Timur -- Jl. Matraman Raya -- Salemba Raya -- Kramat Raya -- Kramat Bunder -- Jl. St. Senen -- Term. Senen
K W K,-,S08,Term. Lebak Bulus - Pondok Aren,Term. Lebak Bulus -- Ciputat Raya -- Rempoa -- Jl. Bintaro Raya -- Komplek PU -- Jl. Raya Pondok Betung -- Pondok Aren,Pondok Aren -- Jl. Raya Pondok Betung -- Komplek PU -- Jl. Bintaro Raya -- Rempoa -- Ciputat Raya -- Term. Lebak Bulus
K W K,-,S10,Jl. Sanusi - Ciputat,Jl. Sanusi -- Raya Ciledug -- Seskoal -- Jl. Bendi -- Tanah Kusir -- Pondok Ranji -- Kampung Utan -- Term. Ciputat,Term. Ciputat -- Kampung Utan -- Pondok Ranji -- Tanah Kusir -- Jl. Bendi -- Seskoal -- Raya Ciledug -- Jl. Sanusi
Bus Sedang,Kopaja,P16,Tanah Abang - Ciledug,Tanah Abang -- Jl. Kebon Jati -- Jl. Ks Tubun -- Jl. Katamso/Tali -- Kemanggisan Utm -- Kemanggisan Raya -- Tg. Duren -- Kel. Duri -- Raya Kedoya -- Jl. Pilar -- Puri Indah -- Puri Kembangan -- Karang Mulya -- Karang Tengah -- Term. Ciledug,Term. Ciledug -- Karang Tengah -- Karang Mulya -- Puri Kembangan -- Puri Indah -- Jl. Pilar -- Raya Kedoya -- Kel. Duri -- Tg. Duren -- Kemanggisan Raya -- Kemanggisan Utm -- Jl. Katamso/Tali -- Jl. Ks Tubun -- Jl. Kebon Jati -- Tanah Abang
Bus Besar,A Perum PPD,NE - 2,Terminal Rawa Mangun - Terminal Grogol,Terminal Rawamangun -- Pemuda - Pramuka -- Salemba Raya -- Kramat Raya -- Kwitang - Ridwan Rais -- Merdeka Timur -- Merdeka Utara -- S Pranoto -- Tomang Raya -- Cideng Timur -- Berputar -- Cideng Barat -- Kyai Tapa -- Terminal Grogol,Terminal Grogol -- Kyai Tapa -- Cideng Barat -- Berputar -- Cideng Timur -- Tomang Raya -- S Pranoto -- Merdeka Utara -- Merdeka Timur -- Kwitang - Ridwan Rais -- Kramat Raya -- Salemba Raya -- Pemuda - Pramuka -- Terminal Rawamangun
K W K,-,S011,Pasar Minggu - Lebak Bulus,Term. Pasar minggu -- Pejaten -- Sawo Manila -- Raya Ragunan -- Buncit Raya -- Pejaten Barat -- Jl. ampera -- Jl. Madrasah -- Puri Mutiara -- Cipete Raya -- Raya Fatmawati -- Term. Lebak Bulus,Term. Lebak Bulus -- Raya Fatamawati -- Cipete Raya -- Puri Mutiara -- Jl. Madrasah -- Jl. ampera -- Pejaten Barat -- Buncit Raya -- Raya Ragunan -- Sawo Manila -- Pejaten -- Term. Pasar minggu
Bus Besar,A Perum PPD,NE - 3,Pulo Gadung - Lebak Bulus,Terminal Pulo Gadung -- Jl Perintis Kemerdekaan -- Jl Ahmad Yani -- Toll Dalam Kota -- Keluar Pintu Toll -- Komdak -- Jl Sudirman -- Jl Sisinga Mangaraja -- Jl Panglima Polim -- Jl Petogogan -- Jl Radio Dalam -- Jl Raya Pondok Indah -- Terminal Lebak Bulus,Terminal Lebak Bulus -- Jl Raya Pondok Indah -- Jl Radio Dalam -- Jl Petogogan -- Jl Panglima Polim -- Jl Sisinga Mangaraja -- Jl sudirman -- Komdak -- Keluar Pintu Toll -- Toll Dalam Kota -- Jl Ahmad Yani -- Jl Perintis Kemerdekaan -- Terminal Pulo Gadung
K W K,-,S12,Lebak Bulus - Srengseng Sawah,Term. Lebak Bulus -- Pasar Jumat -- Bona Indah -- Lebak Bulus III -- Dapur Susu -- Pinang Raya -- Kampung Pulo -- Kampung Kandang -- Kav. Polri -- Jl. Durian -- Jl. Sadar -- Warung Sila -- Jl. Moh Kahfi II,Jl. Moh Kahfi II -- Warung Sila -- Jl. Sadar -- Jl. Durian -- Kav. Polri -- Kampung Kandang -- Kampung Pulo -- Pinang Raya -- Dapur Susu -- Lebak Bulus III -- Bona Indah -- Pasar Jumat -- Term. Lebak Bulus
K W K,-,S13,Pasar Minggu - Jeruk Purut,Term. Pasar Minggu -- Pejaten -- Siaga Raya -- Buncit indah -- Buncit Raya -- Pejaten Barat Jl. Ampera -- Trakindo -- Jeruk Purut,Jeruk Purut -- Trakindo -- Jl. ampera -- Pejaten Barat -- Buncit Raya -- Buncit Indah -- Siaga Raya -- Pejaten -- Term. Pasar Minggu
Bus Besar,A Perum PPD,AC01,Terminal Bekasi - Terminal Pasar Minggu,Terminal Bekasi -- Masuk Pintu Toll -- Bekasi Barat -- Keluar Pintu Toll Halim -- Jl Sutoyo -- Jl Dewi Sartika -- Jl Raya Kalibata -- Jl Raya pasar Minggu -- Terminal pasar minggu,Terminal Pasar minggu -- Jl raya Pasar Minggu -- Jl Raya Kalibata -- Jl Dewi Sartika -- Jl Sutoyo -- Keluar Pintu toll Halim -- Bekasi barat -- Masuk Pintu Toll -- Terminal bekasi
Bus Sedang,Kopaja,P19,Tanah Abang -- T. Ragunan,Tanah Abang -- Cideng -- Mas Mansyur -- Wahid Hasyim -- MH Thamrin -- Sudirman -- Smangraja -- Trunojoyo -- Hasanuddin -- Iskandarsyah -- Wijaya 2 -- Darmawangsa 3 -- P Buntu -- Arteri -- P Mutiara -- Ampera Raya -- Ling Luar -- Harsono RM -- Term. Ragunan Kembali : -- Dst -- Patimura -- Rpatah Sudirman -- MH Thamrin -- Wahid Hasyim -- Tanah Abang,Tanah Abang -- Wahid Hasyim -- MH Thamrin -- Rpatah Sudirman -- Patimura -- Dst Kembali : -- Term. Ragunan -- Harsono RM -- Ling Luar -- Ampera Raya -- P Mutiara -- Arteri -- P Buntu -- Darmawangsa 3 -- Wijaya 2 -- Iskandarsyah -- Hasanuddin -- Trunojoyo -- Smangraja -- Sudirman -- MH Thamrin -- Wahid Hasyim -- Mas Mansyur -- Cideng -- Tanah Abang
K W K,-,S14,Pondo Labu - Petukangan Utara,Pondok Labu -- Jl. H Ipin -- Jl. Batan -- Pasar Jumat -- Ciputat Raya -- Komplek Deplu -- RC Veteran -- Bintaro Jaya -- Jl. Nangka -- Jl. H Saidi -- Jl. Damai -- Jl. Sabar -- Jl. Mesjid -- Petukangan Utara,Petukangan Utara -- Jl. Mesjid -- Jl. Sabar -- Jl. Damai -- Jl. H Saidi -- Jl. Nangka -- Bintaro Jaya -- RC Veteran -- Komplek Deplu -- Ciputat Raya -- Pasar Jumat -- Jl. Batan -- Jl. H Ipin -- Pondok Labu
K W K,-,S15,Term. Pasar Minggu - Gandaria,Term. Pasar Minggu -- Tanjung Barat -- Lingkar Selatan -- Gedong/Condet -- Raya Bogor -- Gandaria,Gandaria -- Raya Bogor -- Gedong/Condet -- Lingkar Selatan -- Tanjung Barat -- Term. Pasar Minggu
Bus Besar,A Perum PPD,AC08,Terminal Pulo Gadung - Blok M,Berangkat : Terminal Pulo Gadung -- Perintis Kemerdekaan -- Jendral Ahmad Yani -- Pramuka -- Matraman Raya -- Pangeran Diponogoro -- Imam Bonjol -- Jendral Sudirman -- Sisinga Mangaraja -- Terminal Blok M -- Kembali : Jl Hasanudin -- Jl Patimura -- Jl Sudirman -- Jl Imam Bonjol -- Jl Diponogoro -- Jl Matraman Raya -- Jl Pramuka -- Jl Ahmad Yani -- DST,DST -- Jl Ahmad Yani -- Jl Pramuka -- Jl Matraman Raya -- Jl Diponogoro -- Jl Imam Bonjol -- Jl Sudirman -- Jl Patimura -- Kembali : Jl Hasanudin -- Terminal Blok M -- Sisinga Mangaraja -- Jendral Sudirman -- Imam Bonjol -- Pangeran Diponogoro -- Matraman Raya -- Pramuka -- Jendral Ahmad Yani -- Perintis Kemerdekaan -- Berangkat : Terminal Pulo Gadung
Bus Besar,A Perum PPD,AC09,Terminal Kampung Rambutan - Kota,Terminal kampung Rambutan -- Jl TB Simatupang -- Toll Jagorawi -- Jl Sutoyo -- Jl Di Panjaitan -- Jl Ahmad yani -- Jl Pramuka -- Jl Salemba Raya -- Jl Kramat Raya -- Jl Pejambon -- Jl Merdeka Timur -- Jl Perwira -- Jl Dr Sutomo -- Jl Ginung Sahari -- Jl ManggaDua Raya -- Kota,Kota -- Jl Mangga Dua Raya -- Jl Gunung Sahari -- Jl Dr Sutomo -- Jl Perwira -- Jl merdeka timur -- Jl pejambon -- Jl Kramat raya -- Jl Salemba Raya -- Jl Pramuka -- Jl Ahmad Yani -- Jl Di Panjaitan -- Jl Sutoyo -- Toll Jagorawi -- Jl TB Simatupang -- Terminal Kampung Rambutan
Bus Besar,A Perum PPD,AC10,Kampung Rambutan - Dukuh Bawah,Terminal kampung rambutan -- TB Simatupang -- Toll Jagorawi -- Sutoyo -- MT Haryono -- Gatot Subroto -- Semanggi -- Jendral Sudirman -- Dukuh Berputar -- Di Bawah FO Dukuh -- Dukuh Berputar -- Jendral Sudirman -- Semanggi -- Gatot Subroto -- MT Haryono -- Sutoyo -- Toll Jagorawi -- TB Simatupang -- Terminal Kampung Rambutan,Terminal kampung rambutan -- TB Simatupang -- Toll Jagorawi -- Sutoyo -- MT Haryono -- Gatot Subroto -- Semanggi -- Jendral Sudirman -- Dukuh Berputar -- Di Bawah FO Dukuh -- Dukuh Berputar -- Jendral Sudirman -- Semanggi -- Gatot Subroto -- MT Haryono -- Sutoyo -- Toll Jagorawi -- TB Simatupang -- Terminal Kampung Rambutan
K W K,-,S15,Ragunan - Term. P Ranti,Term. Ragunan -- Raya Ragunan -- Lenteng agung -- Tanjung Barat -- Lingkar Selatan -- Cijantung -- Raya Bogor -- Pasar Induk -- Hek-PHI/Pondok Gede -- TMII Pintu II Term. P Ranti,Term. P Ranti -- TMII Pintu II Hek-PHI/Pondok Gede Pasar Induk -- Raya Bogor -- Cijantung -- Lingkar Selatan -- Tanjung Barat -- Lenteng Agung -- Raya Ragunan -- Term. Ragunan
Bus Besar,A Perum PPD,AC11,Rawamangun - grogol,Term. Rawamangun -- Rumah Sakit Persahabatan -- Jl Pemuda -- Jl Pramuka -- Jl Diponogoro -- Jl Imam bonjol -- Jl Sudirman -- Semanggi -- Term. grogol,Term. Grogol -- Semanggi -- Jl Sudirman -- Jl Imam bonjol -- Jl Diponogoro -- Jl Pramuka -- Jl pemuda -- Rumah Sakit Persahabatan -- Term. Rawamangun
K W K,-,S16,Term. Lebak Bulus - Depok,Term. Lebak Bulus -- Pondok Labu -- Pangkalan Jati -- Gandul-Mampang -- Sawangan -- Term. Depok,Term. Depok -- Sawangan -- Gandul-Mampang -- Pangkalan Jati -- Pondok Labu -- Term. Lebak Bulus
K W K,-,S17,Term. Lebak Bulus - Depok,Term. Lebak Bulus -- Desa Limo -- Parung Panjang -- Karang Tengah -- Cinere -- Sawangan -- Term. Depok,Term. Depok -- Sawangan -- Cinere -- Karang Tengah -- Parung Panjang -- Desa Limo -- Term. Lebak Bulus
Bus Besar,A Perum PPD,AC13,Muara Angke - Kampung rambutan,Terminal Muara Angke -- Jl Muara Karang -- Pluit Utara -- Jembatan III -- Jembatan II -- Dr Latumenten -- S Parman -- Gatot Subroto -- MT Haryono -- Sutoyo -- Tol Jagorawi -- Jl Raya Bogor -- TB Simatupang -- Terminal Kampung Rambutan,Terminal kampung Rambutan -- TB Simatupang -- Jl Raya Bogor -- Toll Jagorawi -- Sutoyo -- MT Haryono -- Gatot Subroto -- S Parman -- Dr Latumenten -- Jembatan II -- Jembatan III -- Pluit Utara -- Jl Muara Karang -- Terminal Muara Angke
K W K,-,S18,Lebak Bulus - Parung,Term. Lebak Bulus -- Jl. Batan -- Pondok Cabe -- Ciputat Raya -- Raya Parung -- Term. Parung,Term. Parung -- Raya Parung -- Ciputat Raya -- Pondok Cabe -- Jl. Batan -- Term. Lebak Bulus
Bus Sedang,Kopaja,P20,Term. Senen -- Lb. Bulus,Term. Senen -- Bungur -- Gn Sahari 3 -- G. Sahari Budi U -- Lap. Ban Utr -- Pejambon Merd Tmr -- T. Tani Menteng -- Cikini Cilacap -- M Yamin Cminoto -- Rsaid B. Raya -- R. Road Sel -- Lb. Bulus Kembali : -- R. Road Sel -- B. Raya Rsaid -- Cminoto M Yamin -- Gondangdia -- Menteng T. Tani -- Merd Tmr -- Perwira -- Lap. Banteng Sel -- Dr. Wahidin -- Gn Sahari -- Term. Senen,Term. Senen -- Gn Sahari -- Dr. Wahidin -- Lap. Banteng Sel -- Perwira -- Merd Tmr -- Menteng T. Tani -- Gondangdia -- Cminoto M Yamin -- B. Raya Rsaid -- R. Road Sel -- Lb. Bulus Kembali : -- R. Road Sel -- Rsaid B. Raya -- M Yamin Cminoto -- Cikini Cilacap -- T. Tani Menteng -- Pejambon Merd Tmr -- Lap. Ban Utr -- G. Sahari Budi U -- Gn Sahari 3 -- Bungur -- Term. Senen
Bus Besar,A Perum PPD,AC14,Kampung Rambutan - Ciputat,Terminal Kampung rambutan -- TB Simatupang -- Jl Raya Bogor -- Toll Jagorawi -- Sutoyo -- MT Haryono -- Gatot Subroto -- Piere Tendean -- Wolter Mongonsidi -- Trunojoyo -- Panglima Polim -- Jl Raya Fatmawati -- Jl Raya lebak Bulus -- Jl Raya Ciputat -- Terminal Ciputat,Terminal Ciputat -- Jl Raya Ciputat -- Jl Raya Lebak Bulus -- Jl Raya Fatmawati -- Panglima Polim -- Trunojoyo -- Wolter Mongonsidi -- Piere Tendean -- Gatot Subroto -- MT Haryono -- Sutoyo -- Toll Jagorawi -- Jl Raya Bogor -- TB Simatupang -- Terminal Kampung Rambutan
Angkutan Pengganti Bemo,,,,,
Bus Besar,A Perum PPD,AC15,Terminal Depok - Dukuh Bawah,Terminal Depok -- Margonda Raya -- UI Depok -- Lenteng Agung -- Tanjung Barat -- Jl Raya Pasar Minggu -- Gatot Subroto -- Semanggi -- Jendral Sudirman -- Dukuh Berputar -- Dibawah FO Dukuh -- Kembali : Dukuh -- Jendral Sudirman -- Semanggi -- Gatot Subroto -- Pancoran -- Jl Raya Pasar Minggu -- Tanjung Barat -- Lenteng Agung -- UI Depok -- Margonda -- Terminal Depok,Terminal Depok -- Margonda -- UI Depok -- Lenteng Agung -- Tanjung Barat -- Jl Raya Pasar Minggu -- Pancoran -- Gatot Subroto -- Semanggi -- Jendral Sudirman -- Dukuh Kembali -- Dibawah FO Dukuh -- Dukuh Berputar : -- Jendral Sudirman -- Semanggi -- Gatot Subroto -- Jl Raya Pasar Minggu -- Tanjung Barat -- Lenteng Agung -- UI Depok -- Margonda Raya -- Terminal Depok
